note_id,unified_note_id,normalized_note_name,in_rule_space,in_perfume_space,merged_group_size
NOTE-0173,NOTE-0173,goldenwood,False,True,1
NOTE-0174,NOTE-0174,grape,False,True,1
NOTE-0175,NOTE-0175,grapefruit,True,True,1
NOTE-0176,NOTE-0176,grapefruit_blossom,False,True,1
NOTE-0177,NOTE-0177,grass,False,True,1
NOTE-0178,NOTE-0178,grasse_rose,False,True,1
NOTE-0179,NOTE-0179,green_accord,False,True,3
NOTE-0180,NOTE-0180,green_apple,True,True,1
NOTE-0181,NOTE-0181,green_leaves,False,True,1
NOTE-0182,NOTE-0182,green_mandarin,False,True,1
NOTE-0183,NOTE-0179,green_mango,False,True,3
NOTE-0184,NOTE-0184,green_notes,False,True,1
NOTE-0185,NOTE-0036,green_tea,False,True,4
NOTE-0186,NOTE-0186,grey_amber,False,True,1
NOTE-0187,NOTE-0187,guaiac_wood,True,True,1
NOTE-0188,NOTE-0188,haitian_vetiver,False,True,1
NOTE-0189,NOTE-0189,hawthorn,False,True,1
NOTE-0190,NOTE-0190,hay,False,True,2
NOTE-0191,NOTE-0191,hazelnut,False,True,1
NOTE-0192,NOTE-0192,hedgerow_florals,False,True,1
NOTE-0193,NOTE-0193,hedione,True,True,1
NOTE-0194,NOTE-0194,heliotrope,True,True,1
NOTE-0195,NOTE-0195,herbs,False,True,1
NOTE-0196,NOTE-0196,hiacynth,False,True,1
NOTE-0197,NOTE-0197,honey,False,True,2
NOTE-0198,NOTE-0198,honeysuckle,False,True,1
NOTE-0199,NOTE-0199,hyacinth,False,True,1
NOTE-0200,NOTE-0200,immortelle,False,True,1
NOTE-0201,NOTE-0201,incense,False,True,1
NOTE-0202,NOTE-0202,indian_tuberose,False,True,1
NOTE-0203,NOTE-0203,indonesian_patchouli_leaf,False,True,1
NOTE-0204,NOTE-0204,iris,True,True,1
NOTE-0205,NOTE-0205,iso_e_super,True,True,1
NOTE-0206,NOTE-0206,italian_mandarin,False,True,1
NOTE-0207,NOTE-0207,italian_orange,False,True,1
NOTE-0208,NOTE-0208,ivy,False,True,1
NOTE-0209,NOTE-0209,jasmine,True,True,1
NOTE-0210,NOTE-0210,jasmine_egypt_infusion,False,True,1
NOTE-0211,NOTE-0211,jasmine_sambac,False,True,1
NOTE-0212,NOTE-0212,jasmine_tea,False,True,1
NOTE-0213,NOTE-0213,java_vetiver_oil,False,True,2
NOTE-0214,NOTE-0214,juniper,False,True,1
NOTE-0215,NOTE-0215,juniper_berries,False,True,1
NOTE-0216,NOTE-0216,kiwi,False,True,1
NOTE-0217,NOTE-0217,kulfi,False,True,1
NOTE-0218,NOTE-0218,kulfi_accord,False,True,1
NOTE-0219,NOTE-0219,kumquat,False,True,1
NOTE-0220,NOTE-0220,labdanum,True,True,1
NOTE-0221,NOTE-0221,lavandin,False,True,2
NOTE-0222,NOTE-0222,lavender,True,True,1
NOTE-0223,NOTE-0223,leather,False,True,1
NOTE-0224,NOTE-0054,leather_accord,False,True,7
NOTE-0225,NOTE-0225,lemon,True,True,1
NOTE-0226,NOTE-0226,lemon_verbena,False,True,1
NOTE-0227,NOTE-0227,lemon_zest,False,True,1
NOTE-0228,NOTE-0228,lentisque,False,True,2
NOTE-0229,NOTE-0229,licorice,False,True,1
NOTE-0230,NOTE-0230,light_woods,False,True,1
NOTE-0231,NOTE-0231,lilac,False,True,1
NOTE-0232,NOTE-0232,lily,False,True,1
NOTE-0233,NOTE-0233,lily_of_the_valley,True,True,1
NOTE-0234,NOTE-0234,lime,False,True,1
NOTE-0235,NOTE-0235,limoncello,False,True,1
NOTE-0236,NOTE-0236,liquor,False,True,1
NOTE-0237,NOTE-0237,liquor_accord,False,True,1
NOTE-0238,NOTE-0238,litchi,False,True,1
NOTE-0239,NOTE-0239,lorenox,False,True,1
NOTE-0240,NOTE-0240,lotus,False,True,1
NOTE-0241,NOTE-0241,lotus_wood,False,True,1
NOTE-0242,NOTE-0242,mace,False,True,2
NOTE-0243,NOTE-0243,madagascar_pepper,False,True,1
NOTE-0244,NOTE-0244,madagascar_vanilla,False,True,1
NOTE-0245,NOTE-0245,magnolia,False,True,1
NOTE-0246,NOTE-0246,mandarin,False,True,2
NOTE-0247,NOTE-0247,mandarin_leaf,False,True,1
NOTE-0248,NOTE-0248,mandarin_orange,False,True,1
NOTE-0249,NOTE-0249,marine_notes,False,True,1
NOTE-0250,NOTE-0250,marjoram,False,True,1
NOTE-0251,NOTE-0251,marshmallow,False,True,1
NOTE-0252,NOTE-0252,mastic,False,True,1
NOTE-0253,NOTE-0253,mastic_or_lentisque,False,True,1
NOTE-0254,NOTE-0254,mate,False,True,2
NOTE-0255,NOTE-0255,may_rose,False,True,1
NOTE-0256,NOTE-0256,melon,False,True,1
NOTE-0257,NOTE-0257,metallic_notes,False,True,1
NOTE-0258,NOTE-0258,mexican_chocolate,False,True,1
NOTE-0259,NOTE-0259,mignonette,False,True,1
NOTE-0260,NOTE-0260,milk,False,True,1
NOTE-0261,NOTE-0261,milk_chocolate,False,True,1
NOTE-0262,NOTE-0262,mimosa,False,True,2
NOTE-0263,NOTE-0263,mineral_notes,False,True,1
NOTE-0264,NOTE-0264,mint,False,True,1
NOTE-0265,NOTE-0265,mixed_spices,False,True,1
NOTE-0266,NOTE-0266,mojito,False,True,1
NOTE-0267,NOTE-0267,moroccan_jasmine,False,True,1
NOTE-0268,NOTE-0268,moss,False,True,1
NOTE-0269,NOTE-0269,musk,True,True,1
NOTE-0270,NOTE-0270,myrhh,False,True,1
NOTE-0271,NOTE-0271,myrrh,False,True,3
NOTE-0272,NOTE-0272,myrtle,False,True,1
NOTE-0273,NOTE-0273,mysore_sandalwood,False,True,3
NOTE-0274,NOTE-0274,narcissus,False,True,1
NOTE-0275,NOTE-0275,neroli,False,True,5
NOTE-0276,NOTE-0276,night_blooming_cereus,False,True,1
NOTE-0277,NOTE-0277,nutmeg,False,True,2
NOTE-0278,NOTE-0278,oak,False,True,1
NOTE-0279,NOTE-0279,oak_moss,False,True,1
NOTE-0280,NOTE-0280,oakmoss,False,True,2
NOTE-0281,NOTE-0281,olibanum,False,True,2
NOTE-0282,NOTE-0282,olive_tree,False,True,1
NOTE-0283,NOTE-0283,opopanax,False,True,1
NOTE-0284,NOTE-0284,opoponax,True,True,1
NOTE-0285,NOTE-0285,orange,False,True,1
NOTE-0286,NOTE-0275,orange_blossom,False,True,5
NOTE-0287,NOTE-0287,orange_flower,False,True,1
NOTE-0288,NOTE-0288,orange_honey,False,True,1
NOTE-0289,NOTE-0289,orange_peel,False,True,1
NOTE-0290,NOTE-0290,orchid,False,True,1
NOTE-0291,NOTE-0291,oregano,False,True,1
NOTE-0292,NOTE-0292,orris,False,True,4
NOTE-0293,NOTE-0293,orris_root,False,True,1
NOTE-0294,NOTE-0294,osmanthus,False,True,1
NOTE-0295,NOTE-0295,oud,False,True,1
NOTE-0296,NOTE-0296,oud_accord,True,True,1
NOTE-0297,NOTE-0297,ozonic_notes,False,True,1
NOTE-0298,NOTE-0298,papaya,False,True,1
NOTE-0299,NOTE-0299,paprika,False,True,1
NOTE-0300,NOTE-0300,papyrus,False,True,1
NOTE-0301,NOTE-0301,patchouli,False,True,4
NOTE-0302,NOTE-0302,peach,False,True,2
NOTE-0303,NOTE-0303,pear,True,True,1
NOTE-0304,NOTE-0304,pear_blossom,False,True,1
NOTE-0305,NOTE-0305,pelargonium,False,True,1
NOTE-0306,NOTE-0306,peony,True,True,1
NOTE-0307,NOTE-0307,pepper,False,True,1
NOTE-0308,NOTE-0308,pepperwood,False,True,1
NOTE-0309,NOTE-0309,peru_balsam,True,True,1
NOTE-0310,NOTE-0310,petalia,False,True,1
NOTE-0311,NOTE-0311,petitgrain,False,True,2
NOTE-0312,NOTE-0312,pimento,False,True,1
NOTE-0313,NOTE-0313,pimento_berry,False,True,1
NOTE-0314,NOTE-0314,pine,False,True,1
NOTE-0315,NOTE-0315,pine_needles,False,True,1
NOTE-0316,NOTE-0316,pine_resin,False,True,1
NOTE-0317,NOTE-0317,pine_tree,False,True,1
NOTE-0318,NOTE-0318,pineapple,False,True,2
NOTE-0319,NOTE-0319,pink_pepper,True,True,1
NOTE-0320,NOTE-0320,plum,False,True,1
NOTE-0321,NOTE-0321,pomegranate,False,True,1
NOTE-0322,NOTE-0322,powdery_notes,False,True,1
NOTE-0323,NOTE-0323,praline,False,True,1
NOTE-0324,NOTE-0324,precious_woods,False,True,1
NOTE-0325,NOTE-0325,pure_oud,False,True,1
NOTE-0326,NOTE-0326,rangoon_creeper,False,True,1
NOTE-0327,NOTE-0327,raspberry,True,True,1
NOTE-0328,NOTE-0328,red_apple,False,True,1
NOTE-0329,NOTE-0329,red_berries,False,True,1
NOTE-0330,NOTE-0330,red_fruits,False,True,1
NOTE-0331,NOTE-0331,red_lily,False,True,1
NOTE-0332,NOTE-0332,red_pepper,False,True,1
NOTE-0333,NOTE-0333,red_pepper_berries,False,True,1
NOTE-0334,NOTE-0334,resin,False,True,1
NOTE-0335,NOTE-0335,resins,False,True,1
NOTE-0336,NOTE-0336,rhubarb,False,True,1
NOTE-0337,NOTE-0337,rhuburb,False,True,1
NOTE-0338,NOTE-0338,rose,True,True,1
NOTE-0339,NOTE-0339,rose_centifolia,False,True,1
NOTE-0340,NOTE-0340,rose_de_mai,False,True,1
NOTE-0341,NOTE-0341,rose_geranium_leaf,False,True,1
NOTE-0342,NOTE-0342,rose_oil,False,True,2
NOTE-0343,NOTE-0343,rose_petals,False,True,1
NOTE-0344,NOTE-0344,rosemary,True,True,1
NOTE-0345,NOTE-0345,rosewood,False,True,1
NOTE-0346,NOTE-0346,rum,False,True,2
NOTE-0347,NOTE-0347,rum_accord,False,True,1
NOTE-0348,NOTE-0348,russian_tea,False,True,1
NOTE-0349,NOTE-0349,saffron,True,True,1
NOTE-0350,NOTE-0350,sage,False,True,2
NOTE-0351,NOTE-0351,salt,False,True,1
NOTE-0352,NOTE-0352,sand,False,True,1
NOTE-0353,NOTE-0353,sandalowood,False,True,1
NOTE-0354,NOTE-0354,sandalwood,True,True,1
NOTE-0355,NOTE-0355,sea_notes,False,True,1
NOTE-0356,NOTE-0356,sea_salt,False,True,1
NOTE-0357,NOTE-0357,sea_salt_accord,False,True,1
NOTE-0358,NOTE-0358,sea_spray_accord,False,True,1
NOTE-0359,NOTE-0359,sea_water,False,True,1
NOTE-0360,NOTE-0360,seaweed,False,True,2
NOTE-0361,NOTE-0361,seaweed_accord,False,True,1
NOTE-0362,NOTE-0362,sesame,False,True,1
NOTE-0363,NOTE-0363,siam_benzoin,False,True,2
NOTE-0364,NOTE-0364,sichuan_pepper,False,True,1
NOTE-0365,NOTE-0365,sicilian_lemon,False,True,1
NOTE-0366,NOTE-0366,sicilian_orange,False,True,1
NOTE-0367,NOTE-0367,silk_tree_blossom,False,True,1
NOTE-0368,NOTE-0368,smoke,False,True,1
NOTE-0369,NOTE-0369,soft_woods,False,True,1
NOTE-0370,NOTE-0370,soil_tincture,False,True,1
NOTE-0371,NOTE-0371,spice,False,True,1
NOTE-0372,NOTE-0372,spices,False,True,1
NOTE-0373,NOTE-0373,spicy_notes,False,True,1
NOTE-0374,NOTE-0374,star_anise,False,True,1
NOTE-0375,NOTE-0375,strawberry,True,True,1
NOTE-0376,NOTE-0376,styrax,False,True,3
NOTE-0377,NOTE-0377,suede,False,True,1
NOTE-0378,NOTE-0378,suede_accord,False,True,1
NOTE-0379,NOTE-0379,sugar,False,True,1
NOTE-0380,NOTE-0380,sweet_orange,False,True,1
NOTE-0381,NOTE-0381,sweet_pea,False,True,1
NOTE-0382,NOTE-0382,tahitian_vetiver,False,True,1
NOTE-0383,NOTE-0383,tangerine,False,True,1
NOTE-0384,NOTE-0384,tarragon,False,True,1
NOTE-0385,NOTE-0385,tea,False,True,1
NOTE-0386,NOTE-0386,terrae_accord,False,True,1
NOTE-0387,NOTE-0387,texas_cedar,False,True,1
NOTE-0388,NOTE-0388,thyme,False,True,2
NOTE-0389,NOTE-0389,tiare_flower,False,True,1
NOTE-0390,NOTE-0390,tobacco,False,True,2
NOTE-0391,NOTE-0391,tobacco_blossom,False,True,1
NOTE-0392,NOTE-0392,tobacco_leaf,False,True,1
NOTE-0393,NOTE-0393,toffee,False,True,1
NOTE-0394,NOTE-0394,toffee_accord,False,True,1
NOTE-0395,NOTE-0395,tolu_balsam,True,True,1
NOTE-0396,NOTE-0396,tomato,False,True,1
NOTE-0397,NOTE-0397,tomato_leaf,False,True,2
NOTE-0398,NOTE-0398,tonka,False,True,1
NOTE-0399,NOTE-0399,tonka_bean,True,True,1
NOTE-0400,NOTE-0400,tropical_fruits,False,True,1
NOTE-0401,NOTE-0401,truffle,False,True,1
NOTE-0402,NOTE-0402,tuberose,False,True,2
NOTE-0403,NOTE-0403,tunisian_neroli,False,True,1
NOTE-0404,NOTE-0275,tunisian_orange_blossom,False,True,5
NOTE-0405,NOTE-0405,turkish_coffee_accord,False,True,1
NOTE-0406,NOTE-0406,turkish_rose,False,True,1
NOTE-0407,NOTE-0407,vanilla,True,True,1
NOTE-0408,NOTE-0408,vanilla_absolute,True,True,1
NOTE-0409,NOTE-0409,vanilla_bean,False,True,1
NOTE-0410,NOTE-0410,vanilla_flower,False,True,1
NOTE-0411,NOTE-0411,vanilla_like_woods,False,True,1
NOTE-0412,NOTE-0412,vanilla_orchid,False,True,1
NOTE-0413,NOTE-0413,vanille,False,True,1
NOTE-0414,NOTE-0414,verbena,False,True,1
NOTE-0415,NOTE-0415,vervain,False,True,1
NOTE-0416,NOTE-0066,vetiver,False,True,3
NOTE-0417,NOTE-0417,vetyver,False,True,1
NOTE-0418,NOTE-0418,violet,True,True,1
NOTE-0419,NOTE-0419,violet_accord,False,True,1
NOTE-0420,NOTE-0420,violet_leaf,True,True,1
NOTE-0421,NOTE-0421,violet_leaves,False,True,1
NOTE-0422,NOTE-0422,virginia_cedar,False,True,1
NOTE-0423,NOTE-0423,vodka,False,True,1
NOTE-0424,NOTE-0424,water_lily,False,True,1
NOTE-0425,NOTE-0425,water_notes,False,True,1
NOTE-0426,NOTE-0426,watery_notes,False,True,1
NOTE-0427,NOTE-0427,whiskey,False,True,1
NOTE-0428,NOTE-0428,whiskey_accord,False,True,1
NOTE-0429,NOTE-0429,whisky_accord,False,True,1
NOTE-0430,NOTE-0430,white_amber,False,True,1
NOTE-0431,NOTE-0431,white_florals,False,True,1
NOTE-0432,NOTE-0432,white_flowers,False,True,1
NOTE-0433,NOTE-0433,white_honey,False,True,1
NOTE-0434,NOTE-0434,white_musk,True,True,1
NOTE-0435,NOTE-0435,white_musks,False,True,1
NOTE-0436,NOTE-0436,white_pepper,False,True,1
NOTE-0437,NOTE-0437,white_woods,False,True,1
NOTE-0438,NOTE-0438,wild_herbs,False,True,1
NOTE-0439,NOTE-0439,wildflowers,False,True,1
NOTE-0440,NOTE-0440,wood,False,True,1
NOTE-0441,NOTE-0441,woods,False,True,1
NOTE-0442,NOTE-0442,woodsy_notes,False,True,1
NOTE-0443,NOTE-0443,woody_notes,False,True,1
NOTE-0444,NOTE-0444,wormwood,False,True,1
NOTE-0445,NOTE-0445,ylang_ylang,False,True,2
NOTE-0446,NOTE-0446,yuzu,False,True,1
NOTE-0447,NOTE-0447,lavender_absolute,True,False,1
NOTE-0448,NOTE-0221,lavandin_oil,True,False,2
NOTE-0449,NOTE-0449,bergamot_oil,True,False,1
NOTE-0450,NOTE-0064,geranium_oil,True,False,3
NOTE-0451,NOTE-0451,clary_sage_oil,True,False,1
NOTE-0452,NOTE-0280,oakmoss_absolute,True,False,2
NOTE-0453,NOTE-0066,vetiver_haiti,True,False,3
NOTE-0454,NOTE-0454,cedarwood_atlas,True,False,1
NOTE-0455,NOTE-0455,labdanum_absolute,True,False,1
NOTE-0456,NOTE-0456,vanillin,True,False,1
NOTE-0457,NOTE-0363,benzoin_siam,True,False,2
NOTE-0458,NOTE-0301,patchouli_alcohol,True,False,4
NOTE-0459,NOTE-0459,cedarwood_virginia,True,False,1
NOTE-0460,NOTE-0460,vetiveryl_acetate,True,False,1
NOTE-0461,NOTE-0461,sandalore,True,False,1
NOTE-0462,NOTE-0054,patchouli_coeur,True,False,7
NOTE-0463,NOTE-0463,evernyl,True,False,1
NOTE-0464,NOTE-0464,aldehyde_c_12_mna,True,False,1
NOTE-0465,NOTE-0465,musk_ketone,True,False,1
NOTE-0466,NOTE-0054,black_tea_absolute,True,False,7
NOTE-0467,NOTE-0254,mate_absolute,True,False,2
NOTE-0468,NOTE-0190,hay_absolute,True,False,2
NOTE-0469,NOTE-0165,frankincense_co2,True,False,3
NOTE-0470,NOTE-0271,myrrh_absolute,True,False,3
NOTE-0471,NOTE-0471,birch_tar_rectified,True,False,1
NOTE-0472,NOTE-0472,guaiac_wood_oil,True,False,1
NOTE-0473,NOTE-0473,ambergris_accord,True,False,1
NOTE-0474,NOTE-0474,aldehyde_c_11,True,False,1
NOTE-0475,NOTE-0360,seaweed_absolute,True,False,2
NOTE-0476,NOTE-0476,habanolide,True,False,1
NOTE-0477,NOTE-0477,galbanum_resin,True,False,1
NOTE-0478,NOTE-0154,elemi_resin,True,False,2
NOTE-0479,NOTE-0228,lentisque_absolute,True,False,2
NOTE-0480,NOTE-0480,violet_leaf_absolute,True,False,1
NOTE-0481,NOTE-0292,orris_concrete,True,False,4
NOTE-0482,NOTE-0482,rice_powder_accord,True,False,1
NOTE-0483,NOTE-0262,mimosa_absolute,True,False,2
NOTE-0484,NOTE-0484,heliotropin,True,False,1
NOTE-0485,NOTE-0485,isobutyl_quinoline,True,False,1
NOTE-0486,NOTE-0486,geosmin_trace,True,False,1
NOTE-0487,NOTE-0081,cardamom_co2,True,False,3
NOTE-0488,NOTE-0488,pink_pepper_co2,True,False,1
NOTE-0489,NOTE-0489,aldehyde_c_10,True,False,1
NOTE-0490,NOTE-0490,lemon_oil,True,False,1
NOTE-0491,NOTE-0311,petitgrain_oil,True,False,2
NOTE-0492,NOTE-0492,jasmine_absolute,True,False,1
NOTE-0493,NOTE-0275,orange_blossom_absolute,True,False,5
